(733,584)
(32,88)
(327,14)
(195,289)
(651,987)
(976,424)
(588,259)
(850,235)
(552,790)
(360,938)
(839,19)
(83,654)
(532,486)
(526,238)
(367,866)
(183,790)
(643,83)
(287,53)
(489,429)
(291,456)
(751,11)
(969,98)
(879,473)
(829,100)
(799,286)
(844,449)
(57,434)
(275,682)
(383,117)
(564,601)
(806,177)
(80,250)
(322,570)
(545,419)
(616,497)
(652,699)
(134,535)
(373,727)
(358,106)
(588,515)
(370,821)
(381,348)
(415,989)
(669,771)
(802,229)
(28,119)
(242,329)
(185,533)
(570,43)
(137,602)
(345,326)
(598,740)
(237,412)
(48,442)
(756,349)
(555,93)
(962,103)
(158,263)
(430,16)
(335,791)
(547,244)
(821,541)
(453,389)
(502,992)
(919,306)
(0,410)
(613,399)
(362,444)
(449,955)
(11,664)
(992,846)
(597,661)
(730,305)
(599,233)
(854,5)
(50,553)
(307,55)
(928,222)
(647,696)
(316,85)
(379,238)
(86,114)
(367,820)
(639,289)
(10,162)
(500,347)
(411,474)
(811,346)
(570,363)
(529,757)
(90,666)
(580,724)
(237,281)
(878,124)
(819,937)
(719,82)
(543,227)
(81,610)
(815,820)
(342,553)
(261,369)
(746,341)
(375,932)
(796,392)
(788,94)
(369,122)
(566,106)
(565,639)
(266,49)
(707,42)
(578,882)
(62,917)
(107,246)
(294,524)
(295,326)
(469,675)
(306,544)
(330,975)
(378,926)
(721,2)
(789,82)
(992,752)
(157,140)
(493,579)
(172,406)
(934,929)
(613,662)
(231,281)
(783,989)
(151,140)
(74,855)
(522,169)
(159,697)
(995,276)
(309,419)
(320,388)
(229,589)
(548,205)
(496,694)
(577,464)
(952,781)
(566,825)
(169,100)
(37,497)
(70,757)
(953,793)
(140,783)
(757,641)
(6,472)
(828,592)
(761,959)
(59,12)
(422,534)
(720,962)
(307,897)
(255,695)
(253,457)
(524,438)
(723,633)
(299,432)
(184,851)
(218,919)
(544,870)
(304,116)
(422,4)
(202,796)
(169,955)
(479,843)
(284,136)
(173,788)
(33,418)
(0,349)
(434,263)
(688,159)
(735,626)
(881,151)
(395,715)
(303,434)
(423,989)
(321,18)
(462,893)
(782,557)
(797,293)
(7,64)
(836,612)
(517,579)
(490,339)
(572,74)
(354,32)
(768,677)
(121,417)
(577,212)
(280,890)
(459,998)
(889,663)
(187,395)
(233,966)
(510,653)
(822,511)
(485,803)
(870,913)
(318,469)
(712,486)
(115,920)
(421,735)
(393,845)
(283,825)
(28,85)
(556,347)
(376,209)
(980,349)
(736,449)
(990,778)
(49,856)
(755,61)
(488,285)
(696,772)
(444,658)
(234,402)
(514,421)
(66,853)
(191,305)
(90,865)
(484,221)
(656,771)
(414,89)
(771,203)
(657,970)
(292,756)
(444,958)
(268,393)
(709,413)
(762,612)
(861,582)
(947,149)
(926,101)
(221,52)
(706,401)
(23,451)
(908,847)
(510,769)
(926,491)
(117,608)
(504,139)
(12,604)
(997,378)
(801,943)
(942,465)
(504,552)
(773,549)
(906,274)
(506,577)
(335,72)
(822,643)
(427,472)
(997,193)
(66,952)
(659,616)
(831,330)
(97,208)
(561,210)
(52,813)
(581,965)
(805,40)
(513,103)
(187,832)
(124,93)
(34,865)
(668,624)
(207,563)
(935,70)
(716,360)
(943,168)
(248,44)
(508,441)
(504,126)
(862,269)
(694,241)
(665,951)
(512,233)
(111,595)
(385,428)
(158,822)
(628,232)
(674,189)
(400,440)
(371,387)
(26,242)
(584,156)
(160,683)
(326,718)
(145,800)
(965,637)
(745,918)
(769,734)
(496,191)
(541,277)
(181,515)
(351,15)
(500,141)
(761,60)
(763,781)
(218,967)
(847,926)
(554,642)
(280,928)
(489,102)
(843,351)
(686,413)
(971,759)
(425,731)
(40,664)
(715,776)
(959,272)
(355,84)
(139,525)
(948,746)
(778,300)
(415,619)
(587,302)
(322,801)
(719,819)
(106,965)
(766,202)
(361,509)
(971,600)
(630,853)
(862,336)
(507,923)
(631,386)
(224,688)
(379,858)
(914,233)
(979,177)
(472,335)
(512,170)
(980,454)
(948,113)
(258,28)
(624,292)
(860,179)
(904,133)
(259,189)
(784,683)
(598,689)
(827,858)
(865,931)
(557,449)
(195,150)
(210,602)
(626,198)
(942,138)
(425,12)
(2,268)
(876,333)
(66,650)
(704,50)
(897,951)
(8,886)
(653,989)
(871,354)
(276,642)
(351,927)
(506,871)
(748,631)
(699,206)
(607,347)
(942,584)
(95,483)
(795,861)
(265,476)
(334,505)
(909,550)
(195,893)
(69,871)
(812,976)
(973,547)
(387,192)
(628,775)
(400,61)
(121,851)
(596,768)
(377,849)
(784,709)
(572,127)
(933,644)
(471,899)
(664,585)
(861,395)
(937,16)
(188,317)
(356,131)
(190,442)
(471,18)
(587,125)
(665,466)
(327,500)
(318,830)
(867,950)
(303,410)
(709,262)
(119,248)
(171,588)
(533,955)
(448,782)
(123,977)
(156,509)
(257,18)
(495,590)
(122,742)
(617,247)
(429,427)
(450,305)
(311,723)
(127,68)
(64,264)
(808,251)
(10,70)
(587,684)
(520,820)
(384,88)
(442,778)
(611,477)
(41,71)
(754,842)
(838,628)
(160,517)
(46,584)
(733,877)
(353,195)
(277,247)
(602,860)
(613,187)
(367,631)
(159,806)
(629,548)
(482,210)
(602,706)
(473,628)
(937,523)
(258,826)
(402,708)
(247,896)
(233,835)
(330,455)
(219,4)
(308,573)
(12,547)
(890,987)
(244,607)
(137,818)
(220,745)
(646,94)
(282,492)
(492,35)
(967,260)
(725,733)
(837,436)
(301,792)
(816,477)
(373,126)
(434,870)
(756,297)
(141,539)
(220,480)
(941,19)
(430,782)
(483,548)
(210,148)
(903,406)
(44,105)
(684,149)
(921,830)
(793,410)
(59,253)
(550,735)
(399,944)
(733,1)
(24,148)
(362,428)
(592,380)
(486,928)
(39,39)
(653,880)
(147,682)
(624,833)
(10,319)
(816,202)
(386,581)
(131,402)
(837,444)
(99,331)
(787,437)
(271,454)
(783,260)
(646,362)
(149,555)
(688,450)
(907,324)
(656,948)
(621,151)
(797,222)
(621,0)
(889,580)
(469,26)
(330,961)
(526,382)
(465,346)
(791,962)
(977,524)
(638,777)
(215,953)
(961,878)
(32,280)
(514,703)
(996,836)
(643,667)
(219,455)
(146,583)
(908,295)
(601,174)
(694,736)
(803,445)
(715,837)
(799,963)
(732,120)
(353,661)
(112,592)
(89,821)
(722,999)
(268,155)
(161,425)
(529,457)
(198,894)
(177,340)
(536,456)
(429,477)
(224,624)
(959,479)
(883,197)
(971,618)
(316,30)
(699,118)
(802,752)
(699,498)
(362,558)
(720,599)
(830,257)
(79,831)
(165,910)
(574,933)
(285,890)
(359,18)
(702,803)
(121,537)
(689,655)
(479,94)
(795,68)
(810,456)
(855,451)
(920,512)
(339,589)
(182,327)
(870,489)
(559,163)
(386,38)
(174,416)
(418,373)
(240,404)
(496,652)
(161,640)
(812,823)
(594,489)
(363,283)
(757,935)
(502,245)
(968,492)
(887,865)
(728,883)
(310,795)
(17,624)
(729,364)
(106,753)
(623,423)
(80,595)
(491,990)
(683,128)
(143,384)
(527,762)
(704,527)
(564,66)
(196,461)
(965,961)
(863,643)
(499,817)
(488,279)
(791,372)
(254,771)
(833,414)
(569,518)
(998,282)
(767,662)
(179,485)
(367,765)
(878,978)
(39,275)
(58,35)
(520,341)
(613,745)
(605,128)
(170,499)
(643,109)
(727,745)
(739,429)
(816,781)
(233,809)
(174,749)
(846,78)
(554,263)
(895,319)
(234,540)
(774,987)
(847,983)
(910,900)
(655,340)
(640,105)
(948,407)
(734,9)
(517,594)
(308,521)
(687,792)
(250,887)
(531,971)
(529,69)
(351,527)
(979,258)
(224,871)
(53,255)
(829,854)
(611,971)
(423,962)
(630,982)
(437,500)
(415,928)
(377,685)
(90,279)
(797,309)
(891,171)
(712,577)
(939,264)
(907,393)
(641,578)
(481,802)
(79,422)
(204,571)
(205,458)
(314,89)
(560,635)
(869,205)
(547,16)
(660,733)
(452,428)
(809,520)
(64,153)
(994,51)
(751,695)
(661,637)
(781,556)
(134,1)
(492,430)
(195,243)
(595,80)
(902,540)
(303,982)
(104,251)
(463,817)
(986,464)
(604,702)
(514,106)
(471,774)
(995,729)
(321,991)
(72,710)
(333,561)
(620,672)
(343,448)
(90,528)
(947,72)
(976,127)
(523,27)
(128,599)
(415,886)
(760,342)
(755,72)
(30,922)
(259,969)
(925,642)
(165,661)
(633,507)
(359,907)
(992,960)
(382,455)
(312,205)
(317,701)
(294,296)
(24,31)
(353,351)
(119,471)
(829,88)
(914,751)
(178,608)
(449,213)
(148,455)
(405,889)
(551,73)
(825,682)
(96,640)
(541,480)
(665,283)
(720,352)
(634,117)
(346,767)
(488,315)
(286,32)
(686,0)
(88,958)
(639,688)
(72,674)
(232,577)
(647,13)
(393,710)
(987,347)
(497,833)
(891,978)
(59,529)
(3,886)
(966,103)
(757,443)
(625,684)
(236,639)
(165,304)
(700,575)
(550,466)
(8,748)
(845,130)
(365,4)
(987,359)
(783,368)
(322,361)
(635,635)
(944,547)
(417,111)
(904,459)
(771,391)
(581,605)
(577,148)
(874,861)
(427,776)
(993,14)
(640,446)
(657,926)
(483,299)
(928,875)
(519,766)
(240,459)
(661,903)
(392,368)
(61,524)
(826,775)
(317,748)
(673,113)
(965,945)
(185,658)
(906,223)
(19,349)
(930,785)
(355,77)
(702,341)
(18,820)
(870,872)
(761,115)
(884,292)
(963,484)
(636,171)
(193,845)
(661,965)
(668,616)
(236,465)
(648,806)
(637,422)
(576,8)
(40,854)
(493,87)
(774,713)
(468,39)
(175,992)
(355,702)
(860,925)
(125,724)
(459,987)
(929,1000)
(495,921)
(273,378)
(558,591)
(884,788)
(806,700)
(23,956)
(994,744)
(433,555)
(234,555)
(28,690)
(740,425)
(576,449)
(177,765)
(779,794)
(789,282)
(63,31)
(339,738)
(80,950)
(77,900)
(754,840)
(626,40)
(255,675)
(985,542)
(997,846)
(612,2)
(282,909)
(819,938)
(862,543)
(660,808)
(886,34)
(194,778)
(55,550)
(803,555)
(672,565)
(609,713)
(476,183)
(212,234)
(343,659)
(30,870)
(976,805)
(717,583)
(155,81)
(137,279)
(636,724)
(580,397)
(333,186)
(40,697)
(314,169)
(388,248)
(655,815)
(210,927)
(308,780)
(595,188)
(319,856)
(222,489)
(337,930)
(324,849)
(982,746)
(419,537)
(483,66)
(833,831)
(676,408)
(831,104)
(774,897)
(59,410)
(70,987)
(776,550)
(190,89)
(868,488)
(540,54)
(405,77)
(290,195)
(155,8)
(951,262)
(664,81)
(617,52)
(364,458)
(440,853)
(264,84)
(123,795)
(832,213)
(48,274)
(763,498)
(257,351)
(415,801)
(130,989)
(317,679)
(680,462)
(436,57)
(391,92)
(659,803)
(971,850)
(0,914)
(288,603)
(290,538)
(943,801)
(369,51)
(682,51)
(860,22)
(77,727)
(877,366)
(166,309)
(526,546)
(609,501)
(270,707)
(164,880)
(727,241)
(172,308)
(396,90)
(974,646)
(134,499)
(737,324)
(260,233)
(919,87)
(164,996)
(544,172)
(578,125)
(313,968)
(139,132)
(696,886)
(826,264)
(394,889)
(613,397)
(936,164)
(762,457)
(783,344)
(68,567)
(162,709)
(784,762)
(362,602)
(617,679)
(710,347)
(708,685)
(118,772)
(704,95)
(271,741)
(105,371)
(566,80)
(530,912)
(568,775)
(783,903)
(149,605)
(549,440)
(0,880)
(447,385)
(705,417)
(90,214)
(962,10)
(256,538)
(87,52)
(170,662)
(566,114)
(74,735)
(648,652)
(656,752)
(635,315)
(175,762)
(370,537)
(179,39)
(192,957)
(823,510)
(450,396)
(753,117)
(848,691)
(631,206)
(170,256)
(55,862)
(939,374)
(129,443)
(262,652)
(102,272)
(312,439)
(646,216)
(563,607)
(870,432)
(517,328)
(183,157)
(201,372)
(446,254)
(858,919)
(645,319)
(714,815)
(299,510)
(476,616)
(857,915)
(889,68)
(399,713)
(796,143)
(586,958)
(41,801)
(145,486)
(565,381)
(49,395)
(621,527)
(814,848)
(527,112)
(878,395)
(310,951)
(367,286)
(385,921)
(519,729)
(356,297)
(453,139)
(953,493)
(307,52)
(862,901)
(265,795)
(231,426)
(900,885)
(947,17)
(994,798)
(595,572)
(483,860)
(182,273)
(757,641)
(629,481)
(512,626)
(500,394)
(268,59)
(791,649)
(21,645)
(918,457)
(789,789)
(460,540)
(672,528)
(497,436)
(723,417)
(329,890)
(142,990)
(674,169)
(753,561)
(177,134)
(722,179)
(44,166)
(198,242)
(238,405)
(284,291)
(696,52)
(421,435)
(535,604)
(636,839)
(805,758)
(35,781)
(580,17)
(698,195)
(62,992)
(205,394)
(285,277)
(135,835)
(965,893)
(973,833)
(690,137)
(870,290)
(791,535)
(992,40)
(471,860)
(898,875)
(353,188)
(203,499)
(940,580)
(987,595)
(102,724)
(221,774)
(616,953)
(830,34)
(817,815)
(178,985)
(378,259)
(184,199)
(242,640)
(339,474)
(4,820)
(987,438)
(109,52)
(889,202)
(632,471)
(6,145)
(342,755)
(524,683)
(922,655)
(762,388)
(354,316)
(725,544)
(901,303)
(426,948)
(635,667)
(480,675)
(405,81)
(833,980)
(639,557)
(161,866)
(187,476)
(257,487)
(924,588)
(487,890)
(266,516)
(292,307)
(80,434)
(178,181)
(506,984)
(684,910)
(545,973)
(203,570)
(870,424)
(217,942)
(565,783)
(794,952)
(242,842)
(25,695)
(262,818)
(598,264)
(118,976)
(918,322)
(176,195)
(75,121)
(681,812)
(656,337)
(538,254)
(284,796)
(511,567)
(603,107)
(770,911)
(809,317)
(283,738)
(409,219)
(279,739)
(454,667)
(52,477)
(659,920)
(445,893)
(768,606)
(877,225)
(817,313)
(956,313)
(721,626)
(771,764)
(442,57)
(852,676)
(159,392)
(32,517)
(408,430)
(723,668)
(91,566)
(254,450)
(577,604)
(11,994)
(208,818)
(702,640)
(39,958)
(506,449)
(749,459)
(665,199)
(413,976)
(801,458)
(348,120)
(798,388)
(627,339)
(448,903)
(111,631)
(630,968)
(235,649)
(269,720)
(168,10)
(629,45)
(109,939)
(391,521)
(276,584)
(68,914)
(896,859)
(830,894)
(323,172)
(542,587)
(180,317)
(552,185)
(942,870)
(860,999)
(705,357)
(662,955)
(249,379)
(637,190)
(795,315)
(865,537)
(839,296)
(595,234)
(825,747)
(139,592)
(247,784)
(821,358)
(446,603)
(706,3)
(239,310)
(401,757)
(739,415)
(401,846)
(19,763)
(208,20)
(91,995)
(403,596)
(842,496)
(518,654)
(953,310)
(605,374)
(709,448)
(147,409)
(650,50)
(617,948)
(424,750)
(468,159)
(537,522)
(874,255)
(784,256)
(337,621)
(432,273)
(839,149)
(160,195)
(528,662)
(37,55)
(610,218)
(8,343)
(233,422)
(190,325)
(419,60)
(704,433)
(827,889)
(181,627)
(197,981)
(946,717)
(520,707)
(592,166)
(428,306)
(804,262)
(283,43)
(485,503)
(508,744)
(287,367)
(396,507)
(898,606)
(558,780)
(427,957)
(807,721)
(722,785)
(638,64)
(317,330)
(505,658)
(30,662)
(481,355)
(16,695)
(805,900)
(323,390)
(389,92)
(741,599)
(878,306)
(655,887)
(66,416)
(837,634)
(810,545)
(234,142)
(485,32)
(544,997)
(202,518)
(778,744)
(628,508)
(339,304)
(904,340)
(559,723)
(697,261)
(966,993)
(767,907)
(538,365)
(192,282)
(908,321)
(189,861)
(70,155)
(378,649)
(334,874)
(946,706)
(117,310)
(102,781)
(136,963)
(829,696)
(392,975)
(302,300)
(939,247)
(299,85)
(872,625)
(554,237)
(434,943)
(161,148)
(90,701)
(737,257)
(804,714)
(312,868)
(850,568)
(673,547)
(88,535)
(708,13)
(425,668)
(357,271)
(580,709)
(774,434)
(47,271)
(267,542)
(149,2)
(482,695)
(235,663)
(858,557)
(77,667)
(995,954)
(95,365)
(122,239)
(807,655)
(142,904)
(48,606)
(148,223)
(667,344)
(209,683)
(320,972)
(392,62)
(292,266)
(380,524)
(533,344)
(498,385)
(865,669)
(441,442)
(378,152)
(362,566)
(62,732)
(384,365)
(127,908)
(324,539)
(679,987)
(25,345)
(371,804)
(777,882)
(380,340)
(28,493)
(922,478)
(213,664)
(356,429)
(403,330)
(877,89)
(809,865)
(590,46)
(462,678)
(789,144)
(223,155)
(177,588)
(454,187)
(301,87)
(857,609)
(809,583)
(340,703)
(648,80)
(403,826)
(420,392)
(180,424)
(4,950)
(629,606)
(335,42)
(475,318)
(726,886)
(958,307)
(885,183)
(963,708)
(102,905)
(247,275)
(729,85)
(772,627)
(31,450)
(801,206)
(410,227)
(227,935)
(487,168)
(675,109)
(925,360)
(356,648)
(538,436)
(729,206)
(804,492)
(729,438)
(471,714)
(179,847)
(919,716)
(917,310)
(186,767)
(144,876)
(114,834)
(459,63)
(78,4)
(6,766)
(244,585)
(108,716)
(676,281)
(463,721)
(615,535)
(524,568)
(475,729)
(835,394)
(140,335)
(24,845)
(173,71)
(363,501)
(417,541)
(462,355)
(995,287)
(583,965)
(544,739)
(441,270)
(710,339)
(283,451)
(251,961)
(845,11)
(894,259)
(835,582)
(294,378)
(525,595)
(358,304)
(640,252)
(167,170)
(165,437)
(209,524)
(648,831)
(997,105)
(404,744)
(203,864)
(380,415)
(366,869)
(179,864)
(155,868)
(761,488)
(489,614)
(127,539)
(815,414)
(196,304)
(970,39)
(802,499)
(726,590)
(80,653)
(751,798)
(521,910)
(626,113)
(411,136)
(196,617)
(737,443)
(661,263)
(984,306)
(992,409)
(823,522)
(213,306)
(154,45)
(450,970)
(950,28)
(910,158)
(536,974)
(507,354)
(981,903)
(845,323)
(293,477)
(348,303)
(538,371)
(771,560)
(17,822)
(573,410)
(228,939)
(714,698)
(779,752)
(805,727)
(643,134)
(894,718)
(354,531)
(306,377)
(864,972)
(204,283)
(143,219)
(422,845)
(364,136)
(711,572)
(611,698)
(872,280)
(547,404)
(870,195)
(557,26)
(672,909)
(997,720)
(821,559)
(212,778)
(917,280)
(898,444)
(734,892)
(856,428)
(468,185)
(988,771)
(87,625)
(437,235)
(769,511)
(314,912)
(915,449)
(310,570)
(672,880)
(615,110)
(970,500)
(931,252)
(24,936)
(718,520)
(916,258)
(110,730)
(401,339)
(950,799)
(679,19)
(19,933)
(474,563)
(230,465)
(599,276)
(115,304)
(129,90)
(131,904)
(760,125)
(688,537)
(348,563)
(553,260)
(919,161)
(108,168)
(196,322)
(769,125)
(390,418)
(70,595)
(249,288)
(381,791)
(258,17)
(351,857)
(604,654)
(363,822)
(538,144)
(264,125)
(25,148)
(284,252)
(149,286)
(365,775)
(689,854)
(788,750)
(637,690)
(220,412)
(213,516)
(26,242)
(830,125)
(148,927)
(674,162)
(601,627)
(788,643)
(226,749)
(748,28)
(308,548)
(799,725)
(132,669)
(463,627)
(526,178)
(196,13)
(413,652)
(99,493)
(618,612)
(995,98)
(137,378)
(316,936)
(683,650)
(200,79)
(279,434)
(184,147)
(4,511)
(489,596)
(114,574)
(489,358)
(880,278)
(640,515)
(968,159)
(403,847)
(822,134)
(526,745)
(595,7)
(301,544)
(717,935)
(474,22)
(35,880)
(695,647)
(466,17)
(603,211)
(360,448)
(848,715)
(853,531)
(859,462)
(564,879)
(314,251)
(188,645)
(750,715)
(202,262)
(564,799)
(73,133)
(209,306)
(951,642)
(699,580)
(910,557)
(859,516)
(835,864)
(204,322)
(973,717)
(312,693)
(819,698)
(685,697)
(587,442)
(590,41)
(650,480)
(967,774)
(549,332)
(58,329)
(440,10)
(572,343)
(978,926)
(430,158)
(690,106)
(463,873)
(232,548)
(674,124)
(908,178)
(136,80)
(43,407)
(910,205)
(853,527)
(143,365)
(33,941)
(525,81)
(856,559)
(833,700)
(157,351)
(233,149)
(922,943)
(462,954)
(341,645)
(692,442)
(499,750)
(131,941)
(654,589)
(392,345)
(733,756)
(635,436)
(969,427)
(938,293)
(180,519)
(907,984)
(341,989)
(736,443)
(949,654)
(225,882)
(878,310)
(20,86)
(810,22)
(592,421)
(72,111)
(823,286)
(419,713)
(339,942)
(456,271)
(601,496)
(287,389)
(648,959)
(741,989)
(34,263)
(434,511)
(587,637)
(990,194)
(831,876)
(803,195)
(523,317)
(909,558)
(158,974)
(965,568)
(637,120)
(254,618)
(979,331)
(359,190)
(149,338)
(151,256)
(680,752)
(477,887)
(589,899)
(142,671)
(4,23)
(291,785)
(908,500)
(380,521)
(335,723)
(862,155)
(76,960)
(771,291)
(52,863)
(731,433)
(519,177)
(119,12)
(72,195)
(46,426)
(326,709)
(964,23)
(176,921)
(946,546)
(744,579)
(981,334)
(900,68)
(603,853)
(491,810)
(597,435)
(476,137)
(968,741)
(644,772)
(153,567)
(69,721)
(195,796)
(730,608)
(511,511)
(368,635)
(973,177)
(278,323)
(758,172)
(832,852)
(964,22)
(666,964)
(180,375)
(142,206)
(362,839)
(774,751)
(769,691)
(854,895)
(945,621)
(549,815)
(638,775)
(80,794)
(790,821)
(767,164)
(384,812)
(499,987)
(812,128)
(934,921)
(796,772)
(998,551)
(603,709)
(779,814)
(948,262)
(97,13)
(272,555)
(910,86)
(166,425)
(672,253)
(971,741)
(745,315)
(19,76)
(554,196)
(158,347)
(970,703)
(273,706)
(56,193)
(682,841)
(682,589)
(273,730)
(918,294)
(239,228)
(818,3)
(326,590)
(580,693)
(728,480)
(512,732)
(382,697)
(76,73)
(806,843)
(308,995)
(126,447)
(877,994)
(842,820)
(729,690)
(195,798)
(282,303)
(276,705)
(103,107)
(516,270)
(54,908)
(526,746)
(117,920)
(944,860)
(554,805)
(336,682)
(368,270)
(102,592)
(163,702)
(0,875)
(866,96)
(417,843)
(61,503)
(404,824)
(1000,72)
(267,410)
(512,433)
(830,844)
(125,131)
(40,713)
(408,901)
(843,522)
(579,508)
(51,518)
(143,726)
(494,104)
(307,983)
(174,233)
(287,745)
(208,287)
(993,715)
(220,393)
(252,549)
(219,530)
(80,705)
(614,785)
(164,503)
(991,521)
(468,120)
(19,747)
(756,978)
(469,74)
(202,102)
(499,620)
(447,100)
(530,80)
(167,127)
(467,643)
(691,909)
(878,486)
(617,643)
(348,517)
(437,27)
(830,421)
(637,100)
(244,73)
(549,969)
(824,415)
(80,74)
(136,756)
(78,565)
(362,260)
(438,200)
(880,879)
(134,879)
(444,617)
(266,110)
(278,260)
(41,456)
(628,630)
(840,593)
(157,0)
(223,670)
(645,919)
(395,229)
(438,111)
(367,789)
(848,625)
(429,317)
(907,552)
(931,647)
(218,496)
(290,245)
(260,127)
(301,177)
(237,683)
(636,159)
(521,392)
(347,240)
(188,324)
(920,965)
(85,950)
(838,304)
(890,31)
(462,72)
(976,313)
(192,731)
(921,456)
(831,718)
(301,947)
(859,954)
(766,105)
(638,158)
(100,355)
(259,519)
(200,712)
(336,984)
(381,60)
(504,463)
(208,701)
(822,697)
(709,217)
(1,182)
(400,414)
(537,321)
(655,762)
(619,369)
(95,591)
(907,199)
(716,122)
(852,940)
(180,863)
(962,106)
(225,852)
(652,568)
(122,161)
(349,118)
(329,641)
(745,198)
(107,383)
(989,838)
(413,345)
(572,990)
(113,927)
(740,97)
(666,991)
(885,482)
(503,631)
(524,966)
(589,576)
(848,400)
(142,632)
(774,732)
(400,390)
(503,249)
(638,883)
(421,622)
(466,655)
(363,178)
(63,271)
(63,59)
(145,433)
(298,224)
(498,880)
(77,517)
(579,64)
(959,181)
(989,673)
(931,117)
(823,697)
(136,30)
(470,344)
(192,623)
(124,827)
(512,793)
(792,934)
(207,213)
(659,94)
(421,404)
(927,667)
(272,498)
(647,137)
(496,240)
(111,642)
(837,78)
(787,228)
(37,68)
(699,186)
(461,964)
(558,49)
(924,954)
(795,573)
(526,673)
(804,588)
(253,54)
(91,17)
(223,85)
